Customer_ID,Name,Age,Gender,Marital_Status,City,State,Occupation,Annual_Income,Expenses,Credit_Score,Website_Visits,Search_History,Chatbot_Interactions,Active_Policies,Matured_Policies,Payment_History,Premium_Type,Email_Response_Rate,App_Interactions,Feedback_Score,Propensity_Score,Policy_Type,Total_Premium_Paid,Policy_Maturity_Amount,Years_Completed,Policy_Term,Market_Return_Comparison,Estimated_Alternative_Growth
519,Neha Agarwal,55,Female,Married,Hyderabad,Telangana,Businessman,767936,1395205,693,48,Life Insurance,4,1,3,Late,Lump Sum,0.3722046895203685,93,2,0.47,ULIP,258506,369833.52192469686,10,13,1.15,1045800.9480269081
520,Kavita Reddy,55,Female,Single,Lucknow,Uttar Pradesh,Nurse,813660,982317,597,35,Health Insurance,19,1,0,Late,Yearly,0.210393810799052,26,2,0.54,Money Back,248731,474711.8177334007,14,10,1.15,1759947.3705071073
521,Kavita Singh,52,Male,Married,Indore,Madhya Pradesh,Bank Manager,1653504,1212467,578,23,Investment Plans,1,0,3,Late,Yearly,0.5717022476348744,76,7,0.58,Term,450789,1117988.5733736677,13,10,1.12,1967014.6963087723
522,Kavita Malhotra,53,Male,Single,Ahmedabad,Gujarat,Lawyer,1993187,131423,752,4,Car Insurance,15,0,1,On-time,Monthly,0.1133853457733543,34,3,0.77,Money Back,151878,367332.81219248427,3,24,1.06,180889.128048
523,Priya Yadav,35,Male,Single,Chennai,Tamil Nadu,Doctor,1308296,1491253,812,34,Life Insurance,5,2,3,On-time,Yearly,0.9680197817926492,32,2,0.54,ULIP,406487,510598.8310457958,6,22,1.15,940229.1314366088
524,Meena Bose,31,Male,Single,Kolkata,West Bengal,Teacher,324614,951197,568,23,Life Insurance,20,3,3,Late,Lump Sum,0.5057951227466829,37,6,0.49,Whole Life,207710,293755.79098770977,8,26,1.15,635389.6387779883
525,Meena Sharma,58,Male,Married,Indore,Madhya Pradesh,Electrician,560294,53593,796,42,Car Insurance,17,0,1,On-time,Lump Sum,0.4233034389070492,68,5,0.67,Money Back,148301,203357.36148171048,12,17,1.12,577777.1356707098
526,Divya Gupta,28,Female,Married,Hyderabad,Telangana,Mechanic,1437169,794753,865,22,Life Insurance,10,0,1,Late,Lump Sum,0.9344142022468996,86,6,0.68,Whole Life,408439,875600.8609908294,13,27,1.15,2513038.423254011
527,Arun Yadav,50,Male,Single,Jaipur,Rajasthan,Doctor,1673539,886424,850,16,Investment Plans,19,4,0,Late,Lump Sum,0.6575509836916554,67,1,0.69,Term,180829,409237.89443651197,11,22,1.12,629022.7167466766
528,Manish Nair,45,Female,Married,Delhi,Delhi,Doctor,831091,284702,806,45,Car Insurance,0,5,3,Late,Lump Sum,0.5573460225622292,22,3,0.6,Whole Life,54636,80728.22911267483,12,23,1.06,109938.36643520718
529,Anjali Bose,63,Female,Single,Hyderabad,Telangana,Teacher,261435,687754,516,39,Car Insurance,1,1,3,Late,Lump Sum,0.0203159302555419,38,2,0.39,Whole Life,231169,429421.49953007576,1,17,1.06,245039.14
530,Rajesh Gupta,24,Female,Single,Lucknow,Uttar Pradesh,Shop Owner,222371,780518,472,23,Retirement Plans,3,1,3,Late,Monthly,0.7559065936630376,44,5,0.37,Endowment,199352,457096.9790521154,17,17,1.15,2145279.501838474
531,Amit Chopra,46,Female,Single,Mumbai,Maharashtra,Businessman,386395,1293441,739,34,Health Insurance,0,2,1,Late,Monthly,0.9179973965982816,97,6,0.42,Endowment,306406,659582.4271633421,16,24,1.15,2867231.1813768763
532,Neha Singh,48,Male,Single,Mumbai,Maharashtra,Nurse,666694,1291578,622,48,Health Insurance,20,1,3,On-time,Monthly,0.1065862171237918,87,6,0.57,Endowment,362579,690679.7708490374,11,22,1.15,1686859.4199935226
533,Sunita Gupta,47,Female,Married,Hyderabad,Telangana,Electrician,482644,311012,417,32,Life Insurance,19,2,1,Late,Yearly,0.6995401834883416,91,2,0.51,Whole Life,213283,419624.06440335396,13,16,1.12,930658.9013326055
534,Suresh Nair,65,Female,Married,Bangalore,Karnataka,Journalist,393330,278392,354,25,Retirement Plans,0,5,2,On-time,Monthly,0.8143707316797658,2,6,0.42,ULIP,468058,870994.4871291022,18,14,1.15,5792430.063567153
535,Neha Singh,29,Female,Single,Delhi,Delhi,Government Employee,897888,1299113,805,15,Health Insurance,12,3,3,Late,Lump Sum,0.1741661161945829,26,10,0.57,Whole Life,410727,651746.9375942728,11,26,1.15,1910862.7609312164
536,Vikram Nair,30,Female,Married,Chennai,Tamil Nadu,Doctor,1711235,318993,830,18,Car Insurance,6,5,3,Late,Lump Sum,0.8780360672865999,60,6,0.74,ULIP,470195,909605.6707120485,12,25,1.06,946124.7200747171
537,Rohit Chopra,35,Female,Married,Ahmedabad,Gujarat,Lawyer,1939520,1191052,434,20,Retirement Plans,14,3,0,On-time,Lump Sum,0.4830664791804432,75,2,0.6,ULIP,265596,556569.9348882847,6,11,1.15,614339.6871069372
538,Neha Yadav,43,Male,Married,Delhi,Delhi,Shop Owner,1294908,1361308,886,40,Retirement Plans,10,1,0,On-time,Yearly,0.1199467165912527,44,10,0.69,Endowment,494686,1155250.0059421754,9,27,1.06,835761.5883132061
539,Pankaj Ghosh,41,Female,Married,Indore,Madhya Pradesh,Nurse,1745665,571007,372,23,Life Insurance,18,4,3,Late,Yearly,0.7604328171221286,12,6,0.68,Money Back,451413,915094.8456659846,16,26,1.15,4224151.711385808
540,Dinesh Malhotra,34,Female,Single,Delhi,Delhi,Plumber,460262,367907,423,19,Car Insurance,19,4,0,Late,Monthly,0.8822430703147774,66,5,0.51,Term,323988,709358.1179066002,4,16,1.06,409027.38531648
541,Vikram Verma,28,Male,Married,Delhi,Delhi,Electrician,1144183,1460788,645,13,Retirement Plans,17,3,2,Late,Lump Sum,0.8797410888658582,20,3,0.51,Endowment,346898,488464.68902921287,3,22,1.15,527588.4957499999
542,Suman Sharma,45,Male,Single,Delhi,Delhi,Farmer,1745458,54251,377,35,Life Insurance,5,5,1,Late,Yearly,0.1607466865159247,87,1,0.65,Endowment,447373,805282.457604686,16,27,1.06,1136484.7542328837
543,Sneha Saxena,38,Male,Single,Lucknow,Uttar Pradesh,Civil Engineer,472418,619975,812,1,Life Insurance,13,4,0,On-time,Monthly,0.467753293470176,86,5,0.51,Money Back,359273,435485.9787651811,12,23,1.12,1399718.9827703314
544,Vikram Pandey,40,Female,Single,Chennai,Tamil Nadu,Mechanic,1201307,866712,841,8,Investment Plans,5,3,1,On-time,Monthly,0.6836247099951928,64,8,0.6,Term,322186,489942.6196381927,11,27,1.06,611605.2193158575
545,Rajesh Patel,30,Female,Single,Kolkata,West Bengal,Government Employee,301526,941996,334,30,Car Insurance,14,2,1,Late,Yearly,0.8941593146840492,52,8,0.44,Whole Life,81665,175122.44475411458,5,22,1.06,109286.19179470402
546,Priya Patel,63,Female,Married,Bangalore,Karnataka,Nurse,1736836,950718,448,46,Health Insurance,20,0,3,Late,Lump Sum,0.3042457685534623,97,8,0.74,Whole Life,266584,663621.6632916742,18,20,1.06,760921.148740112
547,Suresh Joshi,56,Female,Single,Mumbai,Maharashtra,Government Employee,439091,1066819,811,21,Life Insurance,6,5,0,Late,Lump Sum,0.9839572267734732,35,9,0.5,Endowment,136953,182001.15975459837,19,25,1.15,1949083.8222401266
548,Suresh Saxena,33,Male,Married,Lucknow,Uttar Pradesh,Lawyer,902838,294598,640,10,Retirement Plans,19,4,3,On-time,Lump Sum,0.3939705264097686,59,2,0.58,Term,496072,854207.5147353233,6,26,1.15,1147444.6801251243
549,Vikram Yadav,43,Female,Married,Hyderabad,Telangana,Software Engineer,416487,259499,524,29,Retirement Plans,8,2,2,Late,Lump Sum,0.4529213009958253,54,2,0.47,Endowment,178448,399739.9834891559,18,17,1.15,2208374.944950052
550,Pankaj Verma,52,Male,Married,Kolkata,West Bengal,Businessman,1840459,1083486,423,20,Investment Plans,13,2,2,Late,Lump Sum,0.744208013732334,37,6,0.63,ULIP,206626,302757.9871530801,6,28,1.12,407843.08614882943
551,Pooja Das,51,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,1540824,544282,796,20,Investment Plans,5,5,2,On-time,Monthly,0.0223099966174933,27,1,0.63,Endowment,165271,317586.47805297957,4,29,1.12,260057.1181465601
552,Vikram Patel,59,Female,Single,Indore,Madhya Pradesh,Farmer,1946348,1147887,359,30,Life Insurance,3,1,1,Late,Monthly,0.9274633720042832,13,8,0.61,Endowment,138533,298260.5356087426,12,24,1.06,278755.6138327944
553,Kavita Bose,29,Female,Married,Delhi,Delhi,Farmer,1164889,657453,799,11,Car Insurance,7,2,1,Late,Monthly,0.1144709549206085,26,4,0.58,Whole Life,494628,989642.3466786795,19,18,1.12,4260113.089411073
554,Rohit Patel,32,Male,Single,Chennai,Tamil Nadu,Doctor,290006,260572,462,33,Car Insurance,15,2,1,Late,Yearly,0.0399945784748766,29,2,0.48,Whole Life,464164,670453.4067934391,2,29,1.06,521534.67040000006
555,Meena Singh,48,Male,Married,Kolkata,West Bengal,Mechanic,679609,184554,561,32,Health Insurance,1,1,3,Late,Lump Sum,0.8770980603361602,66,10,0.58,Whole Life,93781,155864.01630669253,17,19,1.06,252530.92462199755
556,Rahul Mehta,27,Female,Single,Mumbai,Maharashtra,Shop Owner,1793814,335886,675,3,Investment Plans,9,4,2,Late,Yearly,0.3599305877269738,52,7,0.71,ULIP,485966,1078324.2058409995,11,21,1.06,922508.5572000336
557,Suman Malhotra,30,Female,Single,Jaipur,Rajasthan,Bank Manager,444709,1236487,405,9,Life Insurance,19,2,2,On-time,Lump Sum,0.8607221625015276,45,4,0.39,Whole Life,86262,165665.69383067283,11,29,1.12,300066.679525971
558,Suresh Mehta,57,Female,Single,Delhi,Delhi,Civil Engineer,585443,584741,663,44,Retirement Plans,7,3,2,Late,Monthly,0.8628886538263573,84,8,0.58,Term,328744,396727.7652969167,16,10,1.15,3076261.7164499382
559,Divya Verma,46,Female,Married,Ahmedabad,Gujarat,Government Employee,1527165,1214268,873,4,Health Insurance,12,3,1,On-time,Lump Sum,0.2344857769694333,65,10,0.67,Money Back,96898,212137.62746476292,2,29,1.12,121548.85120000002
560,Kavita Das,57,Female,Married,Ahmedabad,Gujarat,Lawyer,416886,979968,356,44,Car Insurance,1,3,1,Late,Yearly,0.3095585664907667,99,5,0.39,Term,475699,592675.6491038317,2,18,1.06,534495.3964000001
561,Vikram Singh,28,Female,Married,Delhi,Delhi,Businessman,266495,512386,890,31,Investment Plans,16,3,0,Late,Monthly,0.9594322359363214,32,1,0.54,Term,169369,367438.24056162784,8,24,1.06,269948.4545352142
562,Divya Sharma,61,Male,Married,Patna,Bihar,Bank Manager,695841,223339,550,41,Life Insurance,20,0,1,On-time,Monthly,0.8420796176736611,53,3,0.62,Whole Life,50448,73816.76108898067,13,10,1.12,220129.5004966513
563,Arun Bose,48,Male,Married,Ahmedabad,Gujarat,Plumber,1368460,367915,692,9,Car Insurance,6,5,1,Late,Yearly,0.3546712028656661,93,3,0.6,Money Back,308316,753985.3980254328,10,21,1.06,552146.9984073067
564,Amit Chopra,22,Male,Married,Lucknow,Uttar Pradesh,Government Employee,1844805,953500,548,20,Car Insurance,6,3,0,On-time,Lump Sum,0.5469301428915749,88,1,0.58,Money Back,456090,765466.3264397781,8,12,1.06,726938.1683127718
565,Amit Verma,49,Female,Single,Lucknow,Uttar Pradesh,Civil Engineer,1223542,364451,565,11,Life Insurance,18,1,0,Late,Yearly,0.6851641435288867,82,9,0.67,Money Back,27657,44942.932026980925,4,20,1.12,43518.82493952002
566,Meena Yadav,44,Female,Married,Jaipur,Rajasthan,Bank Manager,1237496,633778,897,7,Retirement Plans,0,0,3,On-time,Monthly,0.8182278897299904,17,3,0.57,ULIP,497602,693435.4891079827,15,11,1.12,2723657.2689378243
567,Pooja Yadav,60,Male,Married,Kolkata,West Bengal,Electrician,1860094,131656,842,31,Car Insurance,6,1,3,Late,Monthly,0.965030883922252,89,10,0.85,Whole Life,276689,441951.3222137037,1,25,1.12,309891.68000000005
568,Rohit Reddy,49,Male,Married,Kolkata,West Bengal,Doctor,1032149,1019282,414,43,Life Insurance,8,3,1,Late,Yearly,0.5441273282185825,75,1,0.48,Money Back,438641,1026264.6568648088,11,18,1.06,832671.5779268096
569,Sunita Das,34,Male,Married,Patna,Bihar,Businessman,1113626,629770,359,10,Investment Plans,5,5,3,Late,Monthly,0.4355932062663248,6,4,0.47,ULIP,439901,1097656.2128935328,7,24,1.06,661448.4545605585
570,Neha Reddy,33,Female,Single,Chennai,Tamil Nadu,Teacher,672483,389623,368,4,Car Insurance,19,5,3,On-time,Lump Sum,0.5165781059253927,20,1,0.46,Endowment,394999,663125.265112877,17,21,1.15,4250688.520540026
571,Rahul Bose,31,Female,Single,Ahmedabad,Gujarat,Shop Owner,1601809,1090210,527,48,Retirement Plans,10,1,3,On-time,Lump Sum,0.68737471910538,95,8,0.67,Endowment,437794,780671.5553385469,18,10,1.15,5417899.3356578
572,Suman Gupta,26,Female,Married,Chennai,Tamil Nadu,Nurse,728761,1428348,323,42,Life Insurance,12,0,1,Late,Lump Sum,0.0124977269706838,4,5,0.43,ULIP,179903,384757.1463941331,12,22,1.12,700897.7689871795
573,Sunita Nair,29,Female,Married,Bangalore,Karnataka,Mechanic,351028,1328817,471,38,Retirement Plans,2,3,1,On-time,Lump Sum,0.1249685675159517,59,5,0.36,ULIP,27906,65636.43328455588,9,23,1.15,98169.85580231727
574,Rajesh Verma,22,Male,Married,Indore,Madhya Pradesh,Civil Engineer,1222391,888753,370,35,Health Insurance,18,3,2,Late,Lump Sum,0.6157475337365598,21,5,0.59,Whole Life,343557,677136.2920162717,5,17,1.06,459756.7647635233
575,Divya Bose,36,Female,Married,Patna,Bihar,Electrician,1200970,979021,544,48,Retirement Plans,5,4,0,Late,Yearly,0.9966504345119024,28,9,0.61,Whole Life,74028,126512.62370012085,10,17,1.15,299484.5480589849
576,Rohit Verma,64,Male,Married,Chennai,Tamil Nadu,Doctor,1306883,402023,840,39,Life Insurance,19,4,0,Late,Monthly,0.2589859388646008,67,10,0.82,Endowment,289431,502570.4176242554,4,21,1.06,365399.96900976
577,Neha Bose,25,Female,Married,Patna,Bihar,Mechanic,707361,1144066,864,35,Car Insurance,15,4,3,Late,Yearly,0.1223678788081777,84,5,0.58,Money Back,315804,664547.4910771609,5,10,1.12,556554.5529212931
578,Pankaj Iyer,59,Female,Single,Ahmedabad,Gujarat,Electrician,1892287,686563,422,3,Retirement Plans,6,5,2,On-time,Monthly,0.4786359046780277,2,3,0.58,Endowment,488974,588814.5413959301,10,20,1.12,1518679.0218269026
579,Arun Nair,55,Female,Married,Mumbai,Maharashtra,Journalist,1591833,1016145,370,2,Investment Plans,20,5,2,On-time,Monthly,0.1022410983253556,92,7,0.59,Money Back,342648,687168.9614925213,11,17,1.06,650448.204416517
580,Pooja Pandey,63,Female,Single,Pune,Maharashtra,Software Engineer,1682581,918455,835,20,Investment Plans,12,5,1,On-time,Lump Sum,0.3941773776729544,96,1,0.66,Money Back,210792,350366.007454041,10,19,1.15,852771.2062253411
581,Manish Malhotra,57,Male,Single,Hyderabad,Telangana,Lawyer,1825186,776723,622,12,Car Insurance,15,3,1,Late,Monthly,0.352139097071106,93,7,0.7,Whole Life,122979,274545.2716840619,8,28,1.12,304491.47545755963
582,Sneha Bose,65,Male,Single,Lucknow,Uttar Pradesh,Government Employee,1303122,1356288,528,38,Retirement Plans,13,2,0,On-time,Lump Sum,0.93025824650075,33,3,0.55,Term,54701,72253.8852856547,2,20,1.12,68616.93440000001
583,Arun Yadav,38,Female,Married,Indore,Madhya Pradesh,Government Employee,1566566,884909,702,48,Life Insurance,5,1,2,Late,Yearly,0.7515691144977764,95,7,0.69,Term,103300,202949.68242849936,8,16,1.15,315997.06170028495
584,Arun Malhotra,52,Male,Married,Delhi,Delhi,Government Employee,1356519,1308248,471,32,Life Insurance,0,5,0,On-time,Lump Sum,0.8281289480592118,56,3,0.47,ULIP,261249,476848.5924628179,16,20,1.15,2444669.0955905807
585,Kavita Verma,24,Male,Single,Bangalore,Karnataka,Doctor,755246,241986,446,3,Retirement Plans,5,5,0,On-time,Lump Sum,0.1509344635661225,72,4,0.46,Whole Life,168746,343402.0221527245,5,26,1.06,225820.21331768963
586,Kavita Agarwal,48,Female,Single,Lucknow,Uttar Pradesh,Journalist,1236135,285418,636,43,Retirement Plans,18,2,3,On-time,Lump Sum,0.1883572762878985,82,9,0.76,Money Back,103560,133003.10971805308,3,10,1.15,157501.81499999997
587,Pankaj Chopra,22,Male,Married,Kolkata,West Bengal,Doctor,382643,1314605,341,47,Car Insurance,15,4,1,On-time,Yearly,0.0701526684625102,55,9,0.46,Term,262615,513144.1750360703,12,17,1.15,1405055.9314489774
588,Sneha Joshi,22,Female,Married,Hyderabad,Telangana,Shop Owner,660580,1021528,705,44,Health Insurance,11,4,1,On-time,Monthly,0.6615579056399642,83,2,0.52,Money Back,437090,843553.0881165967,13,15,1.15,2689321.9413917274
589,Arun Kumar,62,Male,Single,Bangalore,Karnataka,Journalist,579148,340374,621,45,Health Insurance,20,0,1,Late,Yearly,0.2702796036845352,30,6,0.64,Term,63642,122756.38864748413,13,27,1.06,135743.82033219165
590,Rohit Ghosh,39,Male,Single,Hyderabad,Telangana,Civil Engineer,1959489,1397373,315,40,Health Insurance,10,3,2,On-time,Monthly,0.2629870893649051,31,6,0.61,Term,347304,689236.5847274996,10,15,1.06,621968.5684001195
591,Suresh Singh,52,Male,Single,Hyderabad,Telangana,Government Employee,1410138,896760,886,7,Life Insurance,9,4,2,Late,Lump Sum,0.1803184060467532,38,2,0.6,Term,299746,623294.3258054091,4,14,1.12,471656.1340825602
592,Meena Das,54,Male,Single,Lucknow,Uttar Pradesh,Software Engineer,307267,616535,478,43,Retirement Plans,12,2,3,On-time,Lump Sum,0.5044284417387087,43,7,0.51,Whole Life,385464,865939.3637048326,9,22,1.06,651233.317453014
593,Amit Verma,53,Male,Married,Pune,Maharashtra,Software Engineer,1476535,642514,614,29,Investment Plans,7,4,3,On-time,Yearly,0.9419736179430352,0,9,0.68,Endowment,108801,168724.9934218708,2,28,1.12,136479.9744
594,Vikram Bose,31,Female,Married,Indore,Madhya Pradesh,Bank Manager,1478575,1460366,776,12,Car Insurance,6,1,1,Late,Monthly,0.8336048325772036,53,10,0.6,Money Back,308075,700120.2261535894,19,17,1.15,4384453.049853797
595,Vikram Yadav,59,Male,Single,Kolkata,West Bengal,Government Employee,1785740,568854,572,27,Health Insurance,11,1,2,Late,Lump Sum,0.2953592437334018,89,1,0.66,Whole Life,114377,211338.08722132116,1,18,1.12,128102.24
596,Priya Pandey,65,Female,Single,Bangalore,Karnataka,Farmer,1378389,99559,866,33,Retirement Plans,1,2,3,On-time,Yearly,0.9250082079197952,79,4,0.7,Whole Life,311336,404791.52131033596,7,26,1.12,688264.7066561797
597,Pankaj Verma,61,Male,Married,Mumbai,Maharashtra,Teacher,848623,1344693,505,18,Retirement Plans,7,2,0,Late,Monthly,0.262237234031495,14,6,0.44,Whole Life,328686,419441.5319483325,17,12,1.15,3537076.820605164
598,Rajesh Reddy,23,Male,Single,Mumbai,Maharashtra,Mechanic,440003,1079936,753,4,Retirement Plans,14,2,0,On-time,Lump Sum,0.3746644431328977,64,10,0.5,Whole Life,409159,668774.4011111701,3,28,1.12,574838.9355520002
599,Rohit Mehta,36,Female,Married,Indore,Madhya Pradesh,Businessman,201013,1328958,879,31,Retirement Plans,1,1,2,On-time,Monthly,0.9880674135460852,7,4,0.4,Whole Life,324664,720872.9298299928,3,20,1.06,386680.018624
600,Manish Bose,26,Female,Married,Bangalore,Karnataka,Journalist,1603718,397043,543,30,Life Insurance,10,5,1,On-time,Monthly,0.6151678829382992,29,4,0.67,ULIP,346916,735456.7909035535,3,26,1.06,413182.50665600004
601,Suman Bose,29,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,1632671,190836,723,29,Investment Plans,18,1,1,Late,Yearly,0.9062569519504492,20,1,0.74,Money Back,471978,1050245.187934999,17,28,1.06,1270929.513880649
602,Meena Reddy,31,Male,Single,Pune,Maharashtra,Plumber,857631,899746,724,11,Car Insurance,10,5,0,Late,Yearly,0.239318445317424,48,8,0.55,Whole Life,332250,622121.4372035421,7,11,1.06,499581.15354987956
603,Sneha Pandey,60,Male,Single,Indore,Madhya Pradesh,Nurse,409153,310574,391,10,Investment Plans,9,3,3,Late,Monthly,0.2156840244369792,1,4,0.42,Money Back,101121,179212.5717339343,14,17,1.12,494189.6813766354
604,Suresh Yadav,57,Male,Single,Pune,Maharashtra,Electrician,1338762,551329,611,42,Investment Plans,10,5,2,On-time,Monthly,0.8883688742961476,74,6,0.68,ULIP,45559,63403.92656347506,17,28,1.12,312809.9568351641
605,Divya Verma,57,Male,Single,Patna,Bihar,Farmer,685511,1232641,706,31,Life Insurance,11,3,0,On-time,Yearly,0.2691859671052632,41,7,0.52,ULIP,387739,630715.8691192371,18,16,1.15,4798446.005446899
606,Sneha Kumar,51,Male,Single,Mumbai,Maharashtra,Journalist,236616,768417,891,11,Health Insurance,7,3,0,On-time,Monthly,0.1772818410845619,36,6,0.47,Money Back,53742,94812.98940999132,13,26,1.12,234502.84680643503
607,Rajesh Malhotra,37,Female,Married,Patna,Bihar,Bank Manager,1428310,1333438,849,39,Life Insurance,12,3,3,On-time,Lump Sum,0.7512041463311037,55,7,0.68,Term,351813,462697.6178569377,18,15,1.12,2705429.9362438936
608,Divya Nair,47,Female,Married,Hyderabad,Telangana,Government Employee,1329855,198854,835,47,Retirement Plans,11,4,0,On-time,Lump Sum,0.6733619080605497,8,8,0.79,Endowment,493415,733607.220641103,4,28,1.12,776398.0550144003
609,Sneha Iyer,47,Female,Married,Pune,Maharashtra,Civil Engineer,1678349,1198744,444,30,Car Insurance,18,4,0,On-time,Lump Sum,0.8536357853381661,68,4,0.62,Term,172826,341796.7500734176,1,15,1.15,198749.9
610,Sneha Das,51,Female,Single,Patna,Bihar,Electrician,1976271,264455,799,22,Life Insurance,16,2,1,Late,Lump Sum,0.7878149977463763,5,6,0.83,Term,155044,334330.9974493313,18,11,1.06,442548.1596242157
611,Amit Sharma,34,Female,Single,Pune,Maharashtra,Electrician,976636,117800,335,12,Car Insurance,8,0,0,On-time,Lump Sum,0.1387759156636713,73,9,0.56,Term,352975,881679.2266841043,1,15,1.12,395332.00000000006
612,Rohit Kumar,58,Male,Married,Patna,Bihar,Electrician,1517919,489271,364,26,Investment Plans,19,2,3,Late,Lump Sum,0.8527281004727556,73,3,0.64,Whole Life,132217,319045.8789293265,13,14,1.15,813503.1209247295
613,Priya Das,47,Female,Single,Indore,Madhya Pradesh,Plumber,1964584,162957,551,20,Car Insurance,6,1,0,On-time,Yearly,0.4105707337769245,80,8,0.75,ULIP,61873,125932.26756809316,10,28,1.15,250310.79378145532
614,Pooja Sharma,56,Female,Married,Kolkata,West Bengal,Lawyer,1081515,552970,577,40,Investment Plans,15,4,0,Late,Monthly,0.0541936859036545,1,6,0.65,Term,388676,679258.9108707648,11,29,1.15,1808272.878256607
615,Suresh Singh,64,Female,Married,Pune,Maharashtra,Electrician,918235,105770,545,35,Investment Plans,15,0,1,On-time,Monthly,0.5234695824193312,72,9,0.68,ULIP,408411,827861.5838072102,9,13,1.06,690001.7911252488
616,Sneha Pandey,28,Male,Married,Ahmedabad,Gujarat,Civil Engineer,1906874,251545,466,42,Investment Plans,3,5,1,Late,Yearly,0.7689000581624948,30,4,0.7,Money Back,423119,939894.1650876367,9,26,1.12,1173342.3107735666
617,Rohit Bose,24,Female,Single,Chennai,Tamil Nadu,Farmer,1442159,1419060,448,45,Life Insurance,12,2,0,Late,Lump Sum,0.1845801581403494,94,1,0.53,Endowment,154092,208615.45843129657,5,20,1.15,309934.0517362499
618,Sneha Verma,35,Male,Single,Patna,Bihar,Teacher,620131,825666,598,7,Investment Plans,19,0,3,On-time,Lump Sum,0.1507616167318477,15,4,0.49,Money Back,323899,561276.9190280595,1,13,1.06,343332.94
619,Dinesh Bose,58,Female,Married,Patna,Bihar,Farmer,1849277,1102916,685,2,Car Insurance,17,2,1,On-time,Monthly,0.4302330048671132,33,5,0.66,Money Back,368100,843590.5877452119,17,22,1.15,3961221.280081174
620,Priya Saxena,43,Male,Single,Hyderabad,Telangana,Software Engineer,1515661,249848,363,17,Life Insurance,18,1,1,Late,Lump Sum,0.2974372092114464,24,2,0.63,Whole Life,106988,181770.77581983627,2,29,1.15,141491.62999999998
621,Vikram Singh,41,Male,Single,Hyderabad,Telangana,Teacher,1549174,300282,324,23,Life Insurance,2,5,3,Late,Monthly,0.7800097759858159,6,4,0.57,Endowment,65648,127582.55211997904,13,26,1.15,403918.2017627585
622,Rohit Singh,32,Female,Married,Jaipur,Rajasthan,Teacher,235263,876697,869,22,Car Insurance,12,4,0,On-time,Monthly,0.9218414520539294,59,7,0.51,Money Back,145991,286740.9477901231,9,18,1.15,513578.2777336809
623,Sunita Saxena,37,Female,Single,Delhi,Delhi,Government Employee,1526577,401063,789,5,Life Insurance,19,2,2,On-time,Yearly,0.191898528619696,72,5,0.72,Money Back,422732,608657.6200715966,4,13,1.15,739360.9100749998
624,Divya Reddy,44,Male,Married,Indore,Madhya Pradesh,Mechanic,995435,808337,546,14,Health Insurance,14,2,2,On-time,Lump Sum,0.50252033332467,94,9,0.58,Endowment,397149,663598.676441794,5,23,1.06,531474.9499182625
625,Suman Mehta,54,Female,Married,Hyderabad,Telangana,Electrician,1337839,612712,554,20,Investment Plans,4,4,2,Late,Lump Sum,0.1224751348182293,54,6,0.58,Endowment,22396,36614.4292694636,11,28,1.12,77905.60565096622
626,Rahul Nair,41,Male,Single,Hyderabad,Telangana,Government Employee,509615,1405238,721,44,Health Insurance,6,3,0,Late,Monthly,0.454450260244762,17,3,0.44,Money Back,104082,128442.98756266468,19,12,1.12,896433.4622627174
627,Suman Joshi,33,Male,Single,Indore,Madhya Pradesh,Mechanic,432594,77269,653,14,Life Insurance,17,1,1,Late,Monthly,0.2952148878838847,51,6,0.58,Endowment,432345,532410.9446074903,3,23,1.12,607413.5961600002
628,Amit Nair,23,Male,Single,Patna,Bihar,Teacher,1756518,1428422,309,13,Life Insurance,15,3,2,On-time,Yearly,0.8840472048254162,75,10,0.59,Money Back,148322,338353.05958570156,12,17,1.12,577858.9511665533
629,Arun Bose,55,Female,Single,Mumbai,Maharashtra,Electrician,1953940,1160436,693,19,Health Insurance,13,4,3,Late,Yearly,0.3107619320494628,41,1,0.64,Money Back,152663,237389.7517817433,19,10,1.06,461897.09678719816
630,Meena Kumar,48,Female,Single,Bangalore,Karnataka,Software Engineer,1902080,1161476,307,16,Car Insurance,19,1,1,Late,Monthly,0.3205995528664207,87,1,0.57,Whole Life,31303,58646.24550544574,19,19,1.06,94710.3412138479
631,Neha Singh,65,Female,Married,Bangalore,Karnataka,Lawyer,1216869,117082,516,10,Retirement Plans,3,4,3,Late,Monthly,0.3753709160893159,46,2,0.54,Term,181633,288495.5487399445,13,27,1.06,387410.15867504117
632,Neha Nair,26,Female,Single,Chennai,Tamil Nadu,Nurse,313069,105514,723,31,Retirement Plans,2,2,3,Late,Yearly,0.9101398969074992,48,3,0.5,Money Back,353863,857368.6536285246,7,25,1.15,941282.6149623129
633,Sneha Nair,37,Female,Single,Delhi,Delhi,Mechanic,1038102,1478486,411,11,Car Insurance,18,3,1,On-time,Yearly,0.8328519995497985,40,3,0.44,ULIP,269690,414536.6657680637,15,17,1.15,2194484.1507687867
634,Divya Reddy,64,Female,Married,Ahmedabad,Gujarat,Mechanic,1516882,1026655,707,16,Life Insurance,18,1,2,Late,Lump Sum,0.4890700762445921,35,3,0.63,Term,279820,492078.54014279146,7,10,1.15,744326.7629527652
