Customer_ID,Name,Age,Gender,Marital_Status,City,State,Occupation,Annual_Income,Expenses,Credit_Score,Website_Visits,Search_History,Chatbot_Interactions,Active_Policies,Matured_Policies,Payment_History,Premium_Type,Email_Response_Rate,App_Interactions,Feedback_Score,Propensity_Score
316,Sunita Iyer,32,Male,Single,Ahmedabad,Gujarat,Plumber,1769369,1185810,856,33,Retirement Plans,8,2,3,Late,Yearly,0.860541430190207,70,7,0.71
317,Pankaj Nair,27,Female,Married,Delhi,Delhi,Journalist,1800593,195740,449,48,Retirement Plans,0,2,2,Late,Lump Sum,0.0333194032254355,56,5,0.7
318,Divya Joshi,60,Male,Married,Delhi,Delhi,Teacher,811623,162611,507,42,Retirement Plans,20,0,3,On-time,Lump Sum,0.8229253162656496,0,1,0.61
319,Neha Saxena,38,Male,Single,Ahmedabad,Gujarat,Shop Owner,261285,1156837,380,14,Life Insurance,13,0,3,Late,Lump Sum,0.6411545817313614,91,7,0.37
320,Sneha Ghosh,24,Male,Married,Indore,Madhya Pradesh,Shop Owner,1234003,1459668,630,26,Life Insurance,19,0,2,On-time,Yearly,0.2474590183787918,45,6,0.59
321,Sunita Ghosh,43,Male,Married,Patna,Bihar,Software Engineer,1058648,999424,586,7,Retirement Plans,5,1,1,Late,Monthly,0.3520592778517502,95,7,0.5
322,Vikram Agarwal,37,Female,Married,Jaipur,Rajasthan,Journalist,1918081,1068232,760,5,Car Insurance,17,2,2,Late,Monthly,0.0178116679648583,96,10,0.74
323,Manish Malhotra,58,Male,Married,Bangalore,Karnataka,Plumber,1757244,708682,381,35,Retirement Plans,20,1,3,On-time,Monthly,0.8019040777698533,41,10,0.75
324,Pooja Gupta,31,Female,Married,Patna,Bihar,Doctor,1536256,1350947,404,40,Retirement Plans,20,2,3,On-time,Lump Sum,0.1783286514393006,48,3,0.6
325,Suman Bose,51,Female,Married,Jaipur,Rajasthan,Teacher,1613093,108093,738,40,Retirement Plans,15,0,0,Late,Lump Sum,0.7858678692503891,92,8,0.83
326,Amit Nair,63,Male,Single,Bangalore,Karnataka,Civil Engineer,1927408,1058265,739,10,Health Insurance,14,5,3,On-time,Lump Sum,0.5502546736034798,2,2,0.66
327,Priya Malhotra,65,Female,Married,Hyderabad,Telangana,Electrician,447339,1418787,869,20,Life Insurance,17,3,2,Late,Lump Sum,0.5261448928646819,69,8,0.52
328,Pooja Yadav,43,Male,Married,Hyderabad,Telangana,Nurse,1645199,169747,748,7,Investment Plans,5,3,0,On-time,Yearly,0.8254597479837661,22,8,0.72
329,Kavita Pandey,31,Male,Single,Ahmedabad,Gujarat,Plumber,1832832,125311,875,36,Retirement Plans,12,2,1,Late,Lump Sum,0.7158566761906423,55,6,0.85
330,Rajesh Saxena,53,Female,Single,Indore,Madhya Pradesh,Farmer,1942485,506332,776,49,Life Insurance,16,2,2,Late,Yearly,0.5517246191479013,34,2,0.81
331,Arun Sharma,30,Female,Single,Chennai,Tamil Nadu,Civil Engineer,1808576,1201548,657,15,Retirement Plans,4,5,2,Late,Monthly,0.700762138475271,22,8,0.63
332,Vikram Iyer,51,Female,Single,Ahmedabad,Gujarat,Shop Owner,508880,138295,441,50,Car Insurance,6,1,3,On-time,Monthly,0.8627437879891565,62,3,0.52
333,Kavita Das,64,Male,Single,Ahmedabad,Gujarat,Mechanic,1678174,176582,660,18,Car Insurance,16,2,0,Late,Monthly,0.0414850918133739,41,8,0.78
334,Rohit Verma,29,Male,Married,Indore,Madhya Pradesh,Farmer,1581934,316311,655,21,Life Insurance,6,2,1,On-time,Lump Sum,0.5149045410637224,29,7,0.69
335,Neha Yadav,27,Male,Single,Bangalore,Karnataka,Nurse,1081900,1346894,842,13,Life Insurance,10,0,1,On-time,Yearly,0.4958204335004812,63,6,0.55
336,Manish Mehta,29,Female,Single,Delhi,Delhi,Software Engineer,1807255,861538,755,36,Car Insurance,10,2,2,On-time,Yearly,0.800728331444956,32,7,0.74
337,Pooja Patel,28,Male,Married,Mumbai,Maharashtra,Doctor,1758041,644105,486,42,Car Insurance,8,1,0,On-time,Monthly,0.7276890500603559,16,7,0.7
338,Suresh Kumar,47,Male,Married,Ahmedabad,Gujarat,Plumber,871186,249552,500,39,Life Insurance,10,0,2,On-time,Monthly,0.3320554858921978,39,8,0.62
339,Sneha Saxena,32,Male,Married,Delhi,Delhi,Farmer,1360112,1390708,567,20,Life Insurance,4,3,2,On-time,Yearly,0.5786728549378956,76,7,0.52
340,Priya Gupta,46,Female,Married,Kolkata,West Bengal,Civil Engineer,1406044,1397771,388,26,Car Insurance,5,1,0,Late,Monthly,0.0971463366238281,50,2,0.45
341,Dinesh Verma,34,Male,Single,Mumbai,Maharashtra,Mechanic,703098,218638,628,18,Health Insurance,8,0,2,On-time,Lump Sum,0.897826501940315,98,4,0.54
342,Sneha Sharma,59,Female,Married,Indore,Madhya Pradesh,Nurse,248236,648082,828,30,Investment Plans,13,0,0,On-time,Yearly,0.7473715271255549,13,10,0.58
343,Meena Patel,42,Male,Married,Delhi,Delhi,Doctor,1259540,914570,844,18,Retirement Plans,18,1,3,On-time,Yearly,0.4055478100194762,90,7,0.68
344,Sunita Ghosh,50,Male,Single,Patna,Bihar,Civil Engineer,344626,432683,303,25,Car Insurance,11,0,1,Late,Yearly,0.8084776171288173,5,1,0.39
345,Rahul Verma,45,Male,Single,Bangalore,Karnataka,Mechanic,235561,628648,840,21,Health Insurance,10,0,0,Late,Monthly,0.6964338204128891,35,9,0.54
346,Meena Bose,29,Female,Married,Bangalore,Karnataka,Journalist,375340,1209441,470,26,Investment Plans,14,5,3,Late,Lump Sum,0.5614052212551899,88,10,0.46
347,Kavita Chopra,56,Male,Single,Hyderabad,Telangana,Shop Owner,982671,556352,668,50,Investment Plans,20,5,3,On-time,Yearly,0.8041018547782719,97,3,0.67
348,Pankaj Iyer,23,Female,Married,Patna,Bihar,Bank Manager,905359,310932,635,50,Car Insurance,20,0,3,On-time,Monthly,0.1904911329015297,33,5,0.7
349,Rahul Singh,36,Male,Married,Lucknow,Uttar Pradesh,Shop Owner,553261,134808,782,6,Investment Plans,3,3,0,On-time,Lump Sum,0.8919547726407849,90,4,0.51
350,Meena Ghosh,36,Male,Married,Patna,Bihar,Journalist,795725,137164,762,8,Health Insurance,18,0,0,Late,Lump Sum,0.9630546717920392,46,2,0.6
351,Meena Kumar,65,Male,Single,Bangalore,Karnataka,Shop Owner,897080,219971,462,1,Car Insurance,3,5,1,Late,Lump Sum,0.8090291712891527,58,1,0.44
352,Manish Chopra,58,Male,Single,Delhi,Delhi,Teacher,1291586,695985,874,50,Life Insurance,15,0,3,Late,Yearly,0.9441964857969564,5,4,0.73
353,Anjali Gupta,55,Female,Single,Mumbai,Maharashtra,Farmer,261751,1267743,858,43,Investment Plans,17,1,3,On-time,Lump Sum,0.6375412351444808,13,4,0.51
354,Arun Saxena,28,Female,Married,Bangalore,Karnataka,Mechanic,771563,1324563,888,14,Health Insurance,16,5,1,Late,Yearly,0.6401391809232179,74,5,0.54
355,Rahul Sharma,36,Female,Single,Indore,Madhya Pradesh,Farmer,1148634,1447565,667,23,Life Insurance,17,2,2,On-time,Yearly,0.1436828833945989,86,9,0.6
356,Meena Bose,53,Male,Married,Indore,Madhya Pradesh,Shop Owner,777860,1462087,732,37,Investment Plans,17,1,0,On-time,Yearly,0.4651750021462062,59,6,0.55
357,Arun Agarwal,63,Female,Married,Lucknow,Uttar Pradesh,Bank Manager,590828,1027589,595,44,Car Insurance,7,1,1,Late,Lump Sum,0.2198735024169309,26,4,0.48
358,Pankaj Ghosh,22,Male,Single,Bangalore,Karnataka,Doctor,764256,1347711,652,28,Investment Plans,20,1,1,On-time,Yearly,0.6547472063990124,20,1,0.49
359,Pooja Joshi,38,Male,Married,Lucknow,Uttar Pradesh,Mechanic,412958,146844,435,49,Car Insurance,19,4,2,On-time,Yearly,0.7992685911109739,51,5,0.59
360,Divya Patel,43,Male,Single,Patna,Bihar,Plumber,1431986,1469439,573,50,Car Insurance,8,2,2,On-time,Lump Sum,0.805047501944627,76,1,0.55
361,Rohit Sharma,53,Male,Single,Jaipur,Rajasthan,Lawyer,1012940,351172,626,20,Car Insurance,16,3,1,On-time,Lump Sum,0.6831859088413795,52,5,0.63
362,Suresh Sharma,41,Male,Married,Lucknow,Uttar Pradesh,Plumber,879487,772316,487,38,Investment Plans,11,4,3,On-time,Monthly,0.5141586895709164,7,3,0.52
363,Suresh Gupta,24,Male,Married,Kolkata,West Bengal,Lawyer,1923450,607525,446,39,Health Insurance,12,4,1,Late,Lump Sum,0.2973782947266649,47,4,0.71
364,Pooja Agarwal,50,Female,Single,Jaipur,Rajasthan,Government Employee,914609,688541,311,46,Health Insurance,2,5,3,On-time,Monthly,0.0637040940351787,83,10,0.54
365,Sneha Agarwal,48,Female,Single,Jaipur,Rajasthan,Electrician,1525454,795023,374,40,Health Insurance,4,2,0,On-time,Monthly,0.8839105602370503,64,2,0.55
366,Dinesh Mehta,46,Male,Married,Hyderabad,Telangana,Electrician,1465561,451487,894,50,Investment Plans,17,3,3,Late,Monthly,0.913476433258816,72,4,0.8
367,Arun Mehta,37,Male,Single,Lucknow,Uttar Pradesh,Doctor,1719384,554570,745,24,Life Insurance,8,1,1,Late,Lump Sum,0.0205087023823108,5,9,0.75
368,Sneha Singh,43,Female,Single,Hyderabad,Telangana,Bank Manager,1615403,121890,532,12,Life Insurance,19,5,2,On-time,Lump Sum,0.1055763801337895,91,4,0.71
369,Pankaj Pandey,48,Male,Married,Patna,Bihar,Doctor,544259,1490761,503,45,Health Insurance,11,1,1,Late,Yearly,0.894452304493575,23,3,0.42
370,Neha Malhotra,59,Male,Married,Kolkata,West Bengal,Nurse,277576,918109,591,15,Investment Plans,14,3,0,Late,Monthly,0.7792025092662006,85,3,0.41
371,Manish Patel,59,Male,Single,Hyderabad,Telangana,Doctor,1913596,675212,795,50,Retirement Plans,20,2,1,Late,Yearly,0.1242666095167625,90,10,0.9
372,Vikram Das,29,Female,Married,Delhi,Delhi,Journalist,290085,242843,772,30,Investment Plans,11,1,1,Late,Monthly,0.9641346711856742,3,1,0.52
373,Divya Agarwal,64,Male,Single,Lucknow,Uttar Pradesh,Lawyer,1177250,1062304,628,2,Investment Plans,10,3,1,Late,Yearly,0.7923442795099298,79,1,0.47
374,Amit Reddy,63,Female,Single,Jaipur,Rajasthan,Plumber,385517,878259,537,9,Retirement Plans,15,1,1,Late,Monthly,0.6476281211800837,67,1,0.39
375,Meena Agarwal,63,Female,Single,Bangalore,Karnataka,Mechanic,238524,386403,691,10,Investment Plans,11,3,0,On-time,Monthly,0.6786391171421701,45,2,0.45
376,Rajesh Gupta,58,Female,Single,Mumbai,Maharashtra,Software Engineer,1616734,991576,654,27,Car Insurance,11,0,1,Late,Monthly,0.441149330777432,87,1,0.61
377,Sunita Iyer,50,Female,Single,Bangalore,Karnataka,Shop Owner,885187,564805,616,10,Life Insurance,20,5,3,On-time,Monthly,0.8031338306014714,53,10,0.63
378,Dinesh Mehta,52,Female,Single,Hyderabad,Telangana,Journalist,893247,822567,738,25,Car Insurance,9,5,2,Late,Yearly,0.7656030580623178,88,3,0.54
379,Sunita Iyer,25,Female,Single,Ahmedabad,Gujarat,Nurse,484207,109135,580,47,Life Insurance,19,3,3,Late,Lump Sum,0.0323436275955303,53,4,0.62
380,Divya Iyer,25,Female,Married,Mumbai,Maharashtra,Civil Engineer,835683,1465401,552,8,Investment Plans,6,5,1,Late,Monthly,0.4188799435595943,43,3,0.38
381,Suresh Sharma,57,Female,Married,Chennai,Tamil Nadu,Electrician,346619,285046,321,15,Car Insurance,15,5,2,On-time,Lump Sum,0.5824300557603295,74,4,0.44
382,Sunita Joshi,65,Female,Married,Kolkata,West Bengal,Bank Manager,1550943,1467849,384,7,Investment Plans,18,5,1,Late,Lump Sum,0.4612560656586071,95,4,0.52
383,Divya Yadav,57,Male,Married,Kolkata,West Bengal,Farmer,1471456,82478,664,43,Health Insurance,4,3,1,Late,Monthly,0.1191881084107046,92,1,0.68
384,Neha Pandey,33,Male,Married,Indore,Madhya Pradesh,Bank Manager,1985558,1367248,881,1,Car Insurance,13,0,0,On-time,Lump Sum,0.9262158312936836,56,6,0.68
385,Neha Malhotra,43,Female,Single,Mumbai,Maharashtra,Journalist,688817,144987,786,42,Health Insurance,7,5,1,Late,Yearly,0.9018174349176497,56,3,0.61
386,Pooja Ghosh,39,Female,Single,Lucknow,Uttar Pradesh,Businessman,1381208,441389,645,17,Retirement Plans,11,1,3,On-time,Monthly,0.868626917606217,64,7,0.67
387,Suresh Iyer,49,Female,Single,Kolkata,West Bengal,Shop Owner,408603,830392,318,5,Car Insurance,9,2,2,On-time,Monthly,0.2669411259441372,87,9,0.39
388,Amit Iyer,49,Female,Married,Chennai,Tamil Nadu,Journalist,940814,957046,870,13,Life Insurance,4,5,1,On-time,Lump Sum,0.1202302845092442,35,3,0.51
389,Rajesh Iyer,33,Male,Single,Lucknow,Uttar Pradesh,Civil Engineer,397316,336252,742,3,Life Insurance,9,0,2,Late,Lump Sum,0.2624843433865439,52,5,0.49
390,Manish Sharma,48,Female,Single,Indore,Madhya Pradesh,Software Engineer,728424,1175646,370,48,Health Insurance,19,2,0,On-time,Yearly,0.4888221129300601,50,5,0.51
391,Kavita Verma,50,Female,Married,Hyderabad,Telangana,Farmer,687903,259454,537,36,Health Insurance,5,5,2,On-time,Lump Sum,0.2968710213738544,31,2,0.51
392,Rajesh Saxena,51,Male,Married,Mumbai,Maharashtra,Government Employee,604826,493471,583,44,Life Insurance,1,0,2,Late,Monthly,0.4320114460738464,18,2,0.48
393,Vikram Yadav,25,Female,Single,Ahmedabad,Gujarat,Software Engineer,1866859,762605,607,13,Health Insurance,15,3,1,On-time,Monthly,0.9048804803474448,69,4,0.68
394,Rahul Gupta,35,Male,Single,Mumbai,Maharashtra,Teacher,1143762,1255736,640,50,Investment Plans,15,4,0,On-time,Lump Sum,0.1160030860992337,39,10,0.66
395,Rohit Nair,22,Female,Single,Mumbai,Maharashtra,Farmer,1580364,344491,365,1,Car Insurance,5,0,3,On-time,Monthly,0.1824811663937918,74,2,0.53
396,Anjali Saxena,62,Female,Married,Lucknow,Uttar Pradesh,Shop Owner,896210,134731,853,27,Life Insurance,12,3,3,On-time,Yearly,0.1372129173238117,18,10,0.72
397,Neha Sharma,45,Male,Married,Mumbai,Maharashtra,Bank Manager,1701955,690873,746,37,Health Insurance,5,0,2,On-time,Yearly,0.1843062513687283,47,6,0.71
398,Suresh Reddy,52,Male,Single,Kolkata,West Bengal,Doctor,568203,1255734,882,6,Car Insurance,3,4,3,Late,Monthly,0.1084594061565715,18,1,0.39
399,Priya Gupta,59,Female,Married,Mumbai,Maharashtra,Government Employee,1720108,361597,376,26,Retirement Plans,7,0,1,Late,Lump Sum,0.0846646308396184,83,9,0.68
400,Sunita Mehta,32,Male,Single,Chennai,Tamil Nadu,Doctor,1284912,991731,441,25,Car Insurance,15,0,1,Late,Lump Sum,0.6337300353313273,40,9,0.61
401,Vikram Pandey,65,Male,Married,Indore,Madhya Pradesh,Government Employee,1166748,1272545,447,1,Car Insurance,9,5,2,On-time,Lump Sum,0.1714777592364652,25,5,0.44
402,Rahul Bose,23,Male,Single,Hyderabad,Telangana,Civil Engineer,1115766,380008,769,32,Health Insurance,16,0,1,Late,Yearly,0.9674503158055784,16,4,0.68
403,Pooja Chopra,31,Female,Married,Ahmedabad,Gujarat,Farmer,1554293,505296,365,25,Car Insurance,10,3,2,On-time,Monthly,0.4867863237436404,64,10,0.66
404,Suman Reddy,26,Female,Single,Jaipur,Rajasthan,Government Employee,1684794,174785,370,26,Life Insurance,2,4,2,On-time,Yearly,0.9275309208698952,89,4,0.62
405,Anjali Gupta,27,Male,Married,Chennai,Tamil Nadu,Nurse,1753697,1340470,336,1,Health Insurance,17,4,2,Late,Yearly,0.7680006256377363,81,10,0.59
406,Kavita Reddy,61,Male,Single,Delhi,Delhi,Nurse,849147,624895,449,4,Retirement Plans,4,0,0,Late,Yearly,0.6888565989396072,45,10,0.49
407,Dinesh Kumar,25,Male,Single,Kolkata,West Bengal,Journalist,789605,98149,824,38,Health Insurance,8,0,3,Late,Monthly,0.7343994281975735,34,8,0.69
408,Anjali Bose,60,Female,Single,Ahmedabad,Gujarat,Mechanic,1831611,181934,816,33,Car Insurance,5,3,3,Late,Lump Sum,0.3944873943744811,69,1,0.74
409,Sneha Joshi,60,Male,Married,Jaipur,Rajasthan,Businessman,1319899,1041129,461,14,Car Insurance,18,2,1,On-time,Monthly,0.4391615039339309,27,8,0.59
410,Suman Kumar,55,Male,Married,Mumbai,Maharashtra,Civil Engineer,282544,264776,440,22,Retirement Plans,1,4,3,Late,Yearly,0.6660414863508065,90,5,0.41
411,Rahul Ghosh,47,Male,Single,Chennai,Tamil Nadu,Shop Owner,798171,69105,797,20,Car Insurance,10,4,3,Late,Yearly,0.0182482323241836,61,5,0.63
412,Rahul Ghosh,52,Female,Single,Bangalore,Karnataka,Mechanic,627506,797032,843,36,Life Insurance,4,5,1,Late,Monthly,0.7777097529809487,46,1,0.5
413,Manish Mehta,23,Female,Single,Bangalore,Karnataka,Mechanic,230040,833589,403,35,Investment Plans,14,5,0,On-time,Yearly,0.545006811837894,23,8,0.46
414,Sneha Ghosh,25,Male,Married,Mumbai,Maharashtra,Shop Owner,1181100,633300,851,2,Life Insurance,14,0,3,On-time,Monthly,0.4098598605400081,76,6,0.64
415,Sunita Singh,24,Female,Single,Chennai,Tamil Nadu,Journalist,1722884,64028,534,46,Car Insurance,8,5,2,Late,Monthly,0.1034170258133595,83,5,0.75
416,Meena Reddy,52,Male,Single,Indore,Madhya Pradesh,Bank Manager,1883770,665147,661,31,Health Insurance,19,4,3,On-time,Yearly,0.9041423157188148,1,8,0.8
417,Vikram Saxena,51,Male,Single,Hyderabad,Telangana,Businessman,1646799,1270706,826,15,Retirement Plans,14,4,1,Late,Lump Sum,0.4362998059954883,66,1,0.61
418,Manish Sharma,24,Male,Single,Delhi,Delhi,Farmer,1936630,239761,529,42,Car Insurance,15,5,1,Late,Lump Sum,0.2592661570899284,19,5,0.79
419,Rajesh Singh,49,Male,Single,Bangalore,Karnataka,Journalist,431958,876774,892,17,Car Insurance,5,1,3,On-time,Lump Sum,0.4025696406458043,48,2,0.45
420,Suresh Gupta,29,Male,Single,Jaipur,Rajasthan,Teacher,1375246,1466979,641,7,Retirement Plans,15,2,0,Late,Yearly,0.0817516976642428,11,4,0.53
421,Rahul Mehta,23,Female,Single,Jaipur,Rajasthan,Civil Engineer,202597,643213,345,27,Investment Plans,17,3,3,Late,Yearly,0.4618264405128518,37,2,0.4
422,Amit Joshi,44,Female,Married,Kolkata,West Bengal,Bank Manager,1979534,801491,349,26,Car Insurance,11,1,1,Late,Monthly,0.1825370184425261,2,2,0.62
423,Amit Iyer,23,Male,Single,Bangalore,Karnataka,Teacher,391389,739491,371,16,Life Insurance,19,1,0,Late,Monthly,0.8307913669760548,54,7,0.46
424,Sneha Das,30,Male,Married,Ahmedabad,Gujarat,Doctor,600587,325495,819,31,Life Insurance,4,4,0,On-time,Lump Sum,0.2601031821107875,36,1,0.53
425,Rahul Joshi,60,Female,Married,Lucknow,Uttar Pradesh,Lawyer,1201119,699121,318,13,Investment Plans,12,1,2,Late,Yearly,0.9710001510572251,63,6,0.53
426,Divya Patel,25,Female,Married,Jaipur,Rajasthan,Shop Owner,1344357,1355510,338,34,Life Insurance,5,3,1,Late,Monthly,0.8598310582577807,51,2,0.45
427,Rahul Verma,45,Female,Married,Chennai,Tamil Nadu,Plumber,1221957,445046,348,33,Life Insurance,7,3,2,On-time,Monthly,0.9177761440537184,17,8,0.6
428,Suresh Sharma,55,Male,Single,Indore,Madhya Pradesh,Businessman,955769,764436,835,19,Car Insurance,4,1,0,On-time,Monthly,0.6212955493293537,95,5,0.56
429,Meena Nair,38,Male,Married,Jaipur,Rajasthan,Bank Manager,1982139,110941,562,14,Car Insurance,9,2,1,On-time,Monthly,0.4222448481204363,24,7,0.75
430,Suresh Das,24,Male,Single,Indore,Madhya Pradesh,Plumber,532307,1048815,819,39,Retirement Plans,18,4,1,Late,Yearly,0.8239023902130932,54,2,0.54
431,Sunita Das,61,Male,Married,Bangalore,Karnataka,Software Engineer,1426412,697331,631,44,Health Insurance,17,2,0,Late,Lump Sum,0.3554196806893015,62,2,0.68
432,Dinesh Verma,33,Male,Single,Hyderabad,Telangana,Lawyer,1365594,171494,797,8,Life Insurance,20,4,2,On-time,Lump Sum,0.997754954645138,23,8,0.76
433,Rajesh Chopra,33,Female,Single,Mumbai,Maharashtra,Shop Owner,452946,896866,313,47,Car Insurance,8,5,3,Late,Yearly,0.2168209036800287,44,9,0.47
434,Divya Nair,34,Male,Single,Mumbai,Maharashtra,Lawyer,824170,462476,809,10,Investment Plans,5,4,1,On-time,Lump Sum,0.5802230679706408,0,3,0.53
435,Manish Saxena,40,Female,Married,Lucknow,Uttar Pradesh,Government Employee,1580586,133706,656,15,Investment Plans,7,5,0,Late,Yearly,0.0142894754425855,0,3,0.66
436,Dinesh Kumar,59,Female,Single,Hyderabad,Telangana,Software Engineer,714769,425827,819,43,Life Insurance,11,2,3,On-time,Yearly,0.7414709210174893,79,1,0.6
437,Meena Malhotra,26,Male,Married,Patna,Bihar,Doctor,1902529,477322,745,28,Health Insurance,1,3,1,Late,Lump Sum,0.4014453657900368,30,9,0.75
438,Rajesh Ghosh,29,Female,Single,Jaipur,Rajasthan,Lawyer,481657,111456,883,5,Car Insurance,14,1,3,Late,Monthly,0.2661253727983911,40,4,0.58
439,Kavita Nair,47,Female,Married,Patna,Bihar,Electrician,234797,879879,453,44,Health Insurance,0,3,2,On-time,Monthly,0.9629466251597576,67,8,0.42
440,Arun Kumar,24,Female,Single,Pune,Maharashtra,Bank Manager,929169,1151794,579,3,Life Insurance,0,3,1,On-time,Lump Sum,0.8703657965291272,90,2,0.38
441,Pooja Joshi,29,Female,Married,Patna,Bihar,Lawyer,1668523,225593,861,4,Life Insurance,10,2,2,On-time,Lump Sum,0.4098412993412388,96,3,0.71
442,Rahul Iyer,59,Female,Married,Lucknow,Uttar Pradesh,Mechanic,1697047,1313161,818,7,Investment Plans,19,3,1,On-time,Lump Sum,0.1337162949281994,62,8,0.69
443,Kavita Yadav,51,Female,Single,Kolkata,West Bengal,Journalist,952647,494629,337,33,Investment Plans,2,4,0,Late,Yearly,0.0012264440022013,2,2,0.46
444,Meena Gupta,64,Female,Married,Jaipur,Rajasthan,Electrician,424941,839607,385,10,Life Insurance,17,5,1,Late,Lump Sum,0.8223244123059771,42,9,0.46
445,Amit Pandey,52,Female,Single,Chennai,Tamil Nadu,Teacher,1037461,525491,641,47,Retirement Plans,18,4,3,On-time,Monthly,0.1613872797337426,57,9,0.72
446,Rahul Yadav,32,Female,Single,Jaipur,Rajasthan,Nurse,902685,428033,448,37,Health Insurance,11,1,0,On-time,Monthly,0.1250499230730949,16,8,0.6
447,Pooja Chopra,29,Female,Married,Chennai,Tamil Nadu,Doctor,735533,204903,334,10,Investment Plans,4,3,1,Late,Monthly,0.5151449031495605,10,3,0.43
448,Meena Nair,43,Female,Married,Bangalore,Karnataka,Lawyer,1820571,1255706,796,35,Life Insurance,14,4,1,Late,Lump Sum,0.2820796721208776,10,9,0.75
449,Suman Chopra,56,Female,Single,Delhi,Delhi,Software Engineer,659664,171270,541,16,Life Insurance,6,0,3,Late,Lump Sum,0.6129021135153339,44,8,0.54
450,Sunita Patel,50,Male,Married,Lucknow,Uttar Pradesh,Civil Engineer,271578,896604,723,39,Investment Plans,12,4,0,On-time,Lump Sum,0.501159799369257,0,6,0.51
451,Pankaj Das,58,Female,Married,Chennai,Tamil Nadu,Teacher,927559,1188610,310,36,Retirement Plans,20,0,3,On-time,Lump Sum,0.4762079226836325,40,4,0.5
452,Suman Sharma,59,Male,Single,Delhi,Delhi,Teacher,1007222,1057340,557,26,Life Insurance,16,0,0,On-time,Yearly,0.3226945454492016,34,1,0.51
453,Rohit Patel,61,Male,Married,Ahmedabad,Gujarat,Journalist,1623655,827606,378,49,Health Insurance,18,0,1,Late,Yearly,0.7905295752607941,9,10,0.73
454,Kavita Sharma,37,Female,Married,Patna,Bihar,Journalist,433780,981966,504,39,Life Insurance,8,1,2,On-time,Monthly,0.8714999998056552,44,9,0.49
455,Divya Singh,33,Female,Single,Pune,Maharashtra,Teacher,1909497,875448,585,6,Retirement Plans,13,2,3,Late,Monthly,0.8899965470351597,56,8,0.69
456,Vikram Patel,38,Male,Married,Hyderabad,Telangana,Plumber,891154,1321436,400,34,Retirement Plans,3,3,1,Late,Monthly,0.813460135068283,88,10,0.47
457,Amit Chopra,46,Female,Married,Kolkata,West Bengal,Software Engineer,532796,834671,629,30,Health Insurance,15,5,1,On-time,Monthly,0.0927018585381211,56,10,0.57
458,Amit Gupta,51,Male,Single,Delhi,Delhi,Civil Engineer,315983,864325,893,33,Health Insurance,3,5,0,On-time,Yearly,0.2566334148071371,37,10,0.54
459,Dinesh Verma,41,Male,Single,Hyderabad,Telangana,Shop Owner,1701852,187781,335,23,Car Insurance,16,1,3,Late,Yearly,0.9402155827462292,24,8,0.72
460,Sunita Chopra,48,Male,Single,Lucknow,Uttar Pradesh,Shop Owner,876923,1093763,829,42,Retirement Plans,16,3,1,On-time,Monthly,0.5302817200072055,8,3,0.6
461,Pankaj Singh,64,Male,Married,Delhi,Delhi,Journalist,1383110,1375190,785,23,Retirement Plans,10,5,3,Late,Yearly,0.2255085282746939,81,6,0.6
462,Dinesh Kumar,50,Female,Married,Mumbai,Maharashtra,Bank Manager,934762,85272,858,40,Health Insurance,15,3,0,On-time,Lump Sum,0.5265765935369918,42,8,0.76
463,Pooja Sharma,59,Male,Single,Jaipur,Rajasthan,Teacher,667015,170984,615,49,Car Insurance,2,2,3,On-time,Lump Sum,0.5008409740817545,39,1,0.54
464,Meena Reddy,64,Female,Married,Mumbai,Maharashtra,Bank Manager,1348282,1091272,565,2,Investment Plans,4,2,3,On-time,Yearly,0.7505401512294192,78,5,0.49
465,Pooja Ghosh,42,Male,Married,Lucknow,Uttar Pradesh,Farmer,1515581,315648,667,47,Life Insurance,0,5,3,Late,Yearly,0.3780910921144195,29,3,0.67
466,Arun Chopra,57,Male,Married,Kolkata,West Bengal,Government Employee,1747168,709612,361,18,Car Insurance,5,2,0,Late,Monthly,0.8955885381629252,41,5,0.58
467,Rohit Nair,36,Male,Single,Hyderabad,Telangana,Nurse,1014157,1061380,308,15,Life Insurance,4,0,1,Late,Lump Sum,0.7222700527873768,52,2,0.38
468,Pankaj Yadav,45,Male,Married,Delhi,Delhi,Businessman,1182365,1174689,869,48,Retirement Plans,0,0,2,Late,Monthly,0.4329254198353515,28,2,0.57
469,Dinesh Kumar,60,Female,Single,Lucknow,Uttar Pradesh,Lawyer,1672747,344135,638,5,Health Insurance,13,3,2,On-time,Monthly,0.3326441276937077,39,1,0.64
470,Amit Verma,33,Male,Single,Bangalore,Karnataka,Civil Engineer,850151,741608,805,49,Health Insurance,6,0,2,On-time,Monthly,0.1276632898051649,54,2,0.58
471,Priya Bose,26,Male,Married,Jaipur,Rajasthan,Mechanic,789627,676217,645,9,Retirement Plans,14,1,3,On-time,Yearly,0.5430543920611988,0,2,0.5
472,Manish Patel,53,Male,Single,Delhi,Delhi,Businessman,1283583,191306,728,17,Health Insurance,4,4,3,Late,Monthly,0.2438953225141139,34,9,0.68
473,Vikram Mehta,38,Female,Single,Pune,Maharashtra,Businessman,490693,457956,646,2,Retirement Plans,6,5,0,On-time,Lump Sum,0.189191641502918,32,4,0.45
474,Manish Ghosh,53,Female,Married,Lucknow,Uttar Pradesh,Lawyer,231729,1460998,302,11,Investment Plans,1,0,3,Late,Yearly,0.889425754013619,23,10,0.28
